title,authors,isbn,description,genre
Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,0006380832,No description available,"Catalogs, Equipment and supplies, Handicraft, Manufactures, Commercial catalogs"
The Next Whole Earth Catalog: Access to Tools,Stewart Brand,0394707761,No description available,"Fiction, Social life and customs, Brothers, Fathers and sons, Fly fishing, Outdoor recreation, Presbyterians, Clergy, Fiction, short stories (single author), Montana, fiction, Fathers and sons, fiction, Brothers, fiction, Fiction, family life, Fiction, coming of age, Large type books, Fiction, family life, general, In literature"
Whole Earth Software Catalog,Stewart Brand,0385191669,No description available,Unknown
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,0812975219,No description available,"Random variables, Business, Chance, Nonfiction, Investments, Finance, Probabilities, Induction (Mathematics), Success in business, Investment analysis, Survival analysis (Biometry), Fortune, Mathematics, Wirtschaft, Zufall, Investimento, Probabilidade, Alltag, Kwaliteit van het bestaan, Markt, Waarschijnlijkheid (statistiek), Investissements, Hasard, Variables aléatoires, Toeval"
El Borbah,Charles Burns,1560976934,No description available,"Fiction, fantasy, general, Comics & graphic novels, general, Detective and mystery comic books, strips, Graphic novels"
Big Baby,Charles Burns,1560978007,No description available,"Detective and mystery comic books, strips, Fantasy comic books, strips, Drawing, american, Collected works (single author, multi-form)"
Black Hole,Charles Burns,037542380X,No description available,Unknown
Black Hole  tome 3: Visions,Charles Burns,2840555522,No description available,"graphic novel, Comics & graphic novels, general, Medicine, Comic books, strips, Graphic novels, Nineteen seventies, Plague, Teenagers, Sexually transmitted diseases, Romans graphiques, 21.39 graphic arts: other, 18.06 Anglo-American literature, Jugend, Sexuell übertragbare Krankheit, Comicroman, Amerikanisches Englisch, Fiction, Alienation (Social psychology), Diseases, Murder, Erotic comic books, strips, Adolescence"
Black Hole  tome 4 : Reine des lézards,Charles Burns,2840558874,No description available,Unknown
9-11,Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert,1583224890,No description available,"Qaida (Organization), Interviews, Terrorism, Prevention, September 11 Terrorist Attacks, 2001, International relations, World politics, Foreign relations, State-sponsored terrorism, Nonfiction, Politics, War on Terrorism, 2001-2009, Diplomatic relations, Terrorism, prevention, Chomsky, noam, Terrorism--prevention"
Secrets  Lies and Democracy,Noam Chomsky/David Barsamian,1878825046,No description available,"International economic relations, Democracy, Política mundial, Economía internacional, World politics, Democracia, Economic history, Historia económica, Political science, World politics, 1989-, Economic history, 1990-"
Syntactic Structures,Noam Chomsky/David W. Lightfoot,3110172798,No description available,Unknown
The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,Noam Chomsky/Greg Ruggiero,1583225471,No description available,"Economic policy, Social policy, World politics, International economic relations, Chomsky, noam, 1928-, Political science, philosophy, Stratégie politique, Relations économiques internationales, Interviews, Political and social views, Politique mondiale, Relations internationales, Politique économique, Bien commun, Mondialisation, Politique internationale, Capitalisme, Égalité, Politique sociale, Économie politique, Philosophie politique, Entretiens, Pensée politique et sociale, Science économique"
The Common Good,Noam Chomsky/David Barsamian/Arthur Naiman,1878825089,No description available,"Syntax, Comparative and general Grammar, Generative grammar, Linguistics, Research, English language, Grammar, Long Now Manual for Civilization, Recherche, Grammaire générative, Syntaxis, Transformaties (taalkunde), Generative Transformationsgrammatik, Syntaxe, Linguistique, Generatieve grammatica, Grammar, comparative and general, syntax, Language"
The Curious Sofa,Edward Gorey,0151003076,No description available,Unknown
LOVE MODE 11,Yuki Shimizu/志水 ゆき,4835214102,No description available,"Pictorial American wit and humor, Sex, Humor, Sex customs, Fiction, erotica"
Ring (Ring  #1),Kōji Suzuki/Robert B. Rohmer/Glynne Walley,1932234411,No description available,"Homicide investigation, Death, Fiction, Blessing and cursing, Fiction, thrillers, suspense, Teachers, Gangs, Presidents, Assassination"
The Ring Volume 4 Birthday,Kōji Suzuki/Sakura Mizuki,1593072678,No description available,"Comics & graphic novels, general"
Strings  Conformal Fields  and M-Theory (Graduate Texts in Contemporary Physics),Michio Kaku,0387988920,No description available,"Conformal invariants, String models, Quantum field theory"
Introduction to Superstrings and M-Theory,Michio Kaku/Joseph L. Birman/H. Eugene Stanley/J.W. Lynn/M.P. Silverman/M. Voloshin,0387985891,No description available,Unknown
To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku/Daniel Axelrod,0896083217,No description available,Superstring theories
Company,Max Barry,1400079373,No description available,"Fermat's last theorem, mathematics, number theory, elliptic curves, proof, 31.01 history of mathematics, Wiskunde, Theorema van Fermat, History, Fermatsche Vermutung, Beweis, Geschichte, Fermat-Vermutung, New York Times reviewed, Teorema di Fermat, Grand théorème de Fermat, Teorema de Fermat, Studies, Wiles, Andrew"
Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,0385493622,No description available,"Discoveries in science, Science, History, Exacte wetenschappen, Doceren"
The Science Book,Peter Tallack/Simon Singh,1841882542,No description available,Unknown
Kristy's Great Idea,Raina Telgemeier/Ann M. Martin,1417699671,No description available,"Acting, Acting."
The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,0205359213,No description available,"Work environment, Young men, Fiction, Corporate culture, Business ethics, Corporations, Fiction, humorous, general"
The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,0205479804,No description available,"Acting, Acting."
The Cat Who Played Post Office (Cat Who...  #6),Lilian Jackson Braun,0747250375,No description available,"Yum yum (fictitious character : braun), fiction, Koko (fictitious character), fiction, Qwilleran, jim (fictitious character), fiction, Pickax city (mich. : imaginary place), fiction, Fiction, mystery & detective, general, Journalists, fiction"
Just Above My Head,James Baldwin,0385334567,No description available,"Fiction, general, Brothers, fiction, English fiction, African American men, Brothers, Fiction, Gay men, African American families, Gospel musicians, Homosexuels masculins, Romans, nouvelles, Familles noires américaines, Musiciens gospel"
Nobody Knows My Name,James Baldwin,0679744738,No description available,Unknown
Tell Me How Long the Train's Been Gone,James Baldwin,0375701893,No description available,"Criticism and interpretation, American literature, African American authors, Race relations, African Americans, Littérature, Noirs, United states, race relations, Baldwin, james, 1924-1987"
If Beale Street Could Talk,James Baldwin,0307275930,No description available,"Description and travel, Fiction, Haitians, Literature, Politics and government, Social life and customs, Voodooism, Vodou, Black people"
Tell My Horse: Voodoo and Life in Haiti and Jamaica,Zora Neale Hurston,0060916494,No description available,"African American fiction, Teenage pregnancy, Prisons, Injustice, Love stories, African Americans, Fiction, African American men, Man-woman relationships, Justice (Virtue), African americans, fiction, American fiction (fictional works by one author), Man-woman relationships, fiction, New york (n.y.), fiction, Large type books, Noirs américains, Romans, nouvelles"
Wrapped in Rainbows: The Life of Zora Neale Hurston,Valerie Boyd,0743253299,No description available,"American Novelists, Folklorists, African American women, African American novelists, Biography, Hurston, zora neale, 1901-1960, African american authors, Authors, biography, African americans, biography, African American women authors"
Going to Meet the Man,James Baldwin,0679761799,No description available,Unknown
The Amen Corner,James Baldwin,0375701885,No description available,"Fiction, Afro-Americans, Social life and customs, Race relations, African Americans, United states, fiction, African americans, fiction, Fiction, general, Short stories, English, Man-woman relationships, American Short stories, Suffering, African American authors, Social conditions, American fiction, Manners and customs, American fiction (fictional works by one author), Short stories"
Blues for Mister Charlie,James Baldwin,0679761780,No description available,"African Americans, Folklore, Sociology, Literary Criticism, American - African American & Black, Ethnic Studies - African American Studies - General, Folklore & Mythology - Folklore, Literary Criticism & Collections / African-American & Black, American - African American, Negers"
Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,Zora Neale Hurston/Carla Kaplan/John Edgar Wideman,0060934549,No description available,Unknown
Factotum,Charles Bukowski,006113127X,No description available,"Fiction, Man-woman relationships, Man-woman relationships in fiction, Alcoholics in fiction, Alcoholics, Humor (Fiction), Fiction, women, United states, fiction, Fiction, psychological, Black Sparrow press. 1978, Fiction, general"
Women,Charles Bukowski,0061177598,No description available,"American drama, Drama, African Americans, Racism, American drama (dramatic works by one author), Fiction, Theater programs, Specimens, Habimah"
Ham on Rye,Charles Bukowski,006117758X,No description available,Unknown
Tales of Ordinary Madness,Charles Bukowski,0872861554,No description available,"American Short stories, Translations into Russian, Fiction, general"
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,0876856830,No description available,Unknown
Tiempo De Matar,John Grisham,8408041258,No description available,"african american girls, attorney and client, capital murder, capital punishment, child sexual abuse, crime fiction, crimes against african american girls, detective and mystery fiction, detective and mystery stories, disbarment, district attorneys, fiction, homicide, investigation, ku klux clan, lawyers, legal fiction, legal stories, legal thriller, literature, m16 rifles, murder, murder trials, mystery & detective fiction, mystery fiction, pro bono publico, psychological fiction, race relations, revenge, suspense fiction, thriller, thrillers, trials (murder), vigilantes, white supremacy, Fiction, thrillers, Fiction, suspense, Mississippi, fiction, Fiction, legal, Crime, fiction, Fiction, psychological, Brigance, jake (fictitious character), fiction, Lawyers, fiction, Fiction, thrillers, general, Fiction, thrillers, suspense, Crimes against, Race discrimination, Filles noires américaines, Romans, nouvelles, Crimes contre, Procès (Meurtre), Vengeance, Discrimination raciale, Fiction, general"
